"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18699","TC011_Step2_ValidationErrorAppears_WhenOtherFieldsFilled","green_city_sh.Tests","Sun May 03 21:44:57 UTC 2026","broken","Sun May 03 21:45:15 UTC 2026","TC011_CreateEventTest","green_city_sh.Tests.Tests","TC011_CreateEventTest","TC011_Step2_ValidationErrorAppears_WhenOtherFieldsFilled"
"","19334","TC037_Step6_ActionButtons_ArePresentAndEnabled","green_city_sh.Tests","Sun May 03 21:46:19 UTC 2026","broken","Sun May 03 21:46:38 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step6_ActionButtons_ArePresentAndEnabled"
"","19731","TC001_Step4_AfterPageRefresh_CommentRemainsVisible","green_city_sh.Tests","Sun May 03 21:45:49 UTC 2026","broken","Sun May 03 21:46:08 UTC 2026","TC001_AddCommentTests","green_city_sh.Tests.Tests","TC001_AddCommentTests","TC001_Step4_AfterPageRefresh_CommentRemainsVisible"
"Verify that the user can save an event and view it in bookmarks","32624","VerifySavingEventAndViewingInBookmarks","green_city_sh.Tests","Sun May 03 21:43:09 UTC 2026","broken","Sun May 03 21:43:42 UTC 2026","EventDetailsPageTests","green_city_sh.Tests.Tests","EventDetailsPageTests","VerifySavingEventAndViewingInBookmarks"
"","20795","Login_WithInvalidPassword_ShouldShowError","green_city_sh.Tests","Sun May 03 21:43:48 UTC 2026","broken","Sun May 03 21:44:09 UTC 2026","InvalidPasswordTests","green_city_sh.Tests.Tests","InvalidPasswordTests","Login_WithInvalidPassword_ShouldShowError"
"","20806","AttemptToLoginWithInvalidEmail","green_city_sh.Tests","Sun May 03 21:44:10 UTC 2026","broken","Sun May 03 21:44:31 UTC 2026","LoginTests","green_city_sh.Tests.Tests","LoginTests","AttemptToLoginWithInvalidEmail"
"TC-024: Successful login to the system with valid credentials","21186","VerifySuccessfulLoginWithValidCredentials","green_city_sh.Tests","Sun May 03 21:43:49 UTC 2026","broken","Sun May 03 21:44:10 UTC 2026","LoginTests","green_city_sh.Tests.Tests","LoginTests","VerifySuccessfulLoginWithValidCredentials"
"","18816","TC037_Step3_CategoryTag_IsValidValue","green_city_sh.Tests","Sun May 03 21:45:20 UTC 2026","broken","Sun May 03 21:45:39 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step3_CategoryTag_IsValidValue"
"Filter and Search Functionality","21008","SearchTypeAndDateRange","green_city_sh.Tests","Sun May 03 21:44:22 UTC 2026","failed","Sun May 03 21:44:43 UTC 2026","SearchTypeAndDateRangeTest","green_city_sh.Tests.Tests","SearchTypeAndDateRangeTest","SearchTypeAndDateRange"
"Verify that the user can save an event and view it in bookmarks","20532","VerifyGuestRestrictionsOnEventPage","green_city_sh.Tests","Sun May 03 21:43:09 UTC 2026","passed","Sun May 03 21:43:30 UTC 2026","EventPageTests","green_city_sh.Tests.Tests","EventPageTests","VerifyGuestRestrictionsOnEventPage"
"Verify that the user can cancel joining an event","19104","VerifyCancelJoiningEvent","green_city_sh.Tests","Sun May 03 21:44:03 UTC 2026","broken","Sun May 03 21:44:22 UTC 2026","EventDetailsPageTests","green_city_sh.Tests.Tests","EventDetailsPageTests","VerifyCancelJoiningEvent"
"","19250","SearchByKeywordReturnsMatchingEvents","green_city_sh.Tests","Sun May 03 21:43:30 UTC 2026","broken","Sun May 03 21:43:49 UTC 2026","EventsSearchTests","green_city_sh.Tests.Tests","EventsSearchTests","SearchByKeywordReturnsMatchingEvents"
"","7019","Register_WithInvalidEmail_ShouldShowValidationError","green_city_sh.Tests","Sun May 03 21:44:21 UTC 2026","passed","Sun May 03 21:44:28 UTC 2026","RegistrationTests","green_city_sh.Tests.Tests","RegistrationTests","Register_WithInvalidEmail_ShouldShowValidationError"
"TC-009: Successful creation of a 1-day online event with all mandatory fields and a picture","39988","CreateOneDayOnlineEvent_WithMandatoryFieldsAndPicture_Successfully","green_city_sh.Tests","Sun May 03 21:43:09 UTC 2026","broken","Sun May 03 21:43:49 UTC 2026","CreateEventsTests","green_city_sh.Tests.Tests","CreateEventsTests","CreateOneDayOnlineEvent_WithMandatoryFieldsAndPicture_Successfully"
"","20246","TC037_Step4_DateTimeFormat_IsValid","green_city_sh.Tests","Sun May 03 21:45:39 UTC 2026","broken","Sun May 03 21:45:59 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step4_DateTimeFormat_IsValid"
"","4834","VerifyHomePageLoads","green_city_sh.Tests","Sun May 03 21:43:44 UTC 2026","passed","Sun May 03 21:43:48 UTC 2026","HomePageTests","green_city_sh.Tests.Tests","HomePageTests","VerifyHomePageLoads"
"","18212","TC011_Step1_EnterWhitespaceInTitle_WhitespaceIsAccepted","green_city_sh.Tests","Sun May 03 21:44:38 UTC 2026","broken","Sun May 03 21:44:57 UTC 2026","TC011_CreateEventTest","green_city_sh.Tests.Tests","TC011_CreateEventTest","TC011_Step1_EnterWhitespaceInTitle_WhitespaceIsAccepted"
"","26781","VerifyUserCanCreateNewEvent","green_city_sh.Tests","Sun May 03 21:43:49 UTC 2026","broken","Sun May 03 21:44:16 UTC 2026","CreateEventsTests","green_city_sh.Tests.Tests","CreateEventsTests","VerifyUserCanCreateNewEvent"
"Verify that ""Create event"" button redirects to the event creation","34521","CreateEventTest","green_city_sh.Tests","Sun May 03 21:43:09 UTC 2026","broken","Sun May 03 21:43:44 UTC 2026","CreateEventButtonTest","green_city_sh.Tests.Tests","CreateEventButtonTest","CreateEventTest"
"","20828","TC001_Step3_SubmitsComment_CountIncreasedByOne","green_city_sh.Tests","Sun May 03 21:45:28 UTC 2026","broken","Sun May 03 21:45:49 UTC 2026","TC001_AddCommentTests","green_city_sh.Tests.Tests","TC001_AddCommentTests","TC001_Step3_SubmitsComment_CountIncreasedByOne"
"Verify publication date is displayed in Ukrainian format","19517","VerifyPublicationDateIsDisplayedInUkrainianFormat","green_city_sh.Tests","Sun May 03 21:45:10 UTC 2026","broken","Sun May 03 21:45:30 UTC 2026","NewsDetailsPageTests","green_city_sh.Tests.Tests","NewsDetailsPageTests","VerifyPublicationDateIsDisplayedInUkrainianFormat"
"Verify that the user can reply to another user's comment","18040","VerifyThatUserCanReplyToAnotherUserComment","green_city_sh.Tests","Sun May 03 21:46:08 UTC 2026","broken","Sun May 03 21:46:26 UTC 2026","NewsDetailsPageTests","green_city_sh.Tests.Tests","NewsDetailsPageTests","VerifyThatUserCanReplyToAnotherUserComment"
"Verify that the user cannot submit a comment with an uploaded image only","20768","VerifyCommentSubmissionWithImageOnly","green_city_sh.Tests","Sun May 03 21:43:42 UTC 2026","broken","Sun May 03 21:44:02 UTC 2026","EventDetailsPageTests","green_city_sh.Tests.Tests","EventDetailsPageTests","VerifyCommentSubmissionWithImageOnly"
"Verify that the comments are displayed down the news page section","19742","VerifyCommentsCount","green_city_sh.Tests","Sun May 03 21:44:09 UTC 2026","broken","Sun May 03 21:44:29 UTC 2026","NewsDetailsPageTests","green_city_sh.Tests.Tests","NewsDetailsPageTests","VerifyCommentsCount"
"Filter news by tags - verify each tag shows relevant news and counter updates correctly","4972","FilterNewsByTags_ShowsOnlyNewsWithThatTag","green_city_sh.Tests","Sun May 03 21:44:16 UTC 2026","failed","Sun May 03 21:44:21 UTC 2026","NewsPageTests","green_city_sh.Tests.Tests","NewsPageTests","FilterNewsByTags_ShowsOnlyNewsWithThatTag"
"","18502","TC037_Step1_FirstEventCard_IsVisible","green_city_sh.Tests","Sun May 03 21:44:43 UTC 2026","broken","Sun May 03 21:45:01 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step1_FirstEventCard_IsVisible"
"Verify that the user can successfully edit their own comment","19095","VerifyThatUserCanEditTheirOwnComment","green_city_sh.Tests","Sun May 03 21:45:49 UTC 2026","broken","Sun May 03 21:46:08 UTC 2026","NewsDetailsPageTests","green_city_sh.Tests.Tests","NewsDetailsPageTests","VerifyThatUserCanEditTheirOwnComment"
