"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that searching for events using a keyword returns cards contain the searched keyword in their title","10022","SearchByKeywordReturnsMatchingEvents","green_city_sh.Tests","Tue May 12 10:36:03 UTC 2026","passed","Tue May 12 10:36:13 UTC 2026","EventsSearchTests","green_city_sh.Tests.Tests.WEB","EventsSearchTests","SearchByKeywordReturnsMatchingEvents"
"Verify creating eco news with an invalid data in the description field","131","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField","","Tue May 12 10:35:47 UTC 2026","passed","Tue May 12 10:35:48 UTC 2026","Eco-news-controller","","EcoNewsApiTests","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField"
"Filter and Search Functionality","20664","SearchTypeAndDateRange","green_city_sh.Tests","Tue May 12 10:37:12 UTC 2026","failed","Tue May 12 10:37:33 UTC 2026","SearchTypeAndDateRangeTest","green_city_sh.Tests.Tests.WEB","SearchTypeAndDateRangeTest","SearchTypeAndDateRange"
"Date time format is valid","20400","TC037_Step4_DateTimeFormat_IsValid","","Tue May 12 10:39:01 UTC 2026","broken","Tue May 12 10:39:22 UTC 2026","","GreenCity","TC037_EventCardUITest","TC037_Step4_DateTimeFormat_IsValid"
"Search news by keyword - verify that only news containing the keyword are displayed and the counter updates","23486","SearchNewsByKeyword_ShowsOnlyNewsWithKeyword","","Tue May 12 10:37:29 UTC 2026","broken","Tue May 12 10:37:53 UTC 2026","NewsPage","","NewsPageTests","SearchNewsByKeyword_ShowsOnlyNewsWithKeyword"
"Get  habits list test","349","GetHabitsTest","green_city_sh.Tests","Tue May 12 10:35:44 UTC 2026","passed","Tue May 12 10:35:44 UTC 2026","HabitApiTests","green_city_sh.Tests.Tests.API","HabitApiTests","GetHabitsTest"
"Comment visible after refresh","22568","TC001_Step4_AfterPageRefresh_CommentRemainsVisible","","Tue May 12 10:38:45 UTC 2026","broken","Tue May 12 10:39:07 UTC 2026","","GreenCity","TC001_AddCommentTests","TC001_Step4_AfterPageRefresh_CommentRemainsVisible"
"Verify that user can delete own comment","422","DeleteComment_Success","green_city_sh.Tests","Tue May 12 10:35:44 UTC 2026","passed","Tue May 12 10:35:44 UTC 2026","HabitsCommentAPITests","green_city_sh.Tests.Tests.API","HabitsCommentAPITests","DeleteComment_Success"
"Event image is present","22016","TC037_Step2_EventImage_IsPresentAndLoaded","","Tue May 12 10:38:18 UTC 2026","broken","Tue May 12 10:38:40 UTC 2026","","GreenCity","TC037_EventCardUITest","TC037_Step2_EventImage_IsPresentAndLoaded"
"Verify creating eco news with an invalid data in the description field","147","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField","","Tue May 12 10:35:47 UTC 2026","passed","Tue May 12 10:35:47 UTC 2026","Eco-news-controller","","EcoNewsApiTests","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField"
"Verify guest restrictions on Event page","8408","VerifyGuestRestrictionsOnEventPage","","Tue May 12 10:35:55 UTC 2026","passed","Tue May 12 10:36:03 UTC 2026","Format","GreenCity","EventPageTests","VerifyGuestRestrictionsOnEventPage"
"Validation error for short description","20199","TC010_Step2_ValidErrorAppears","","Tue May 12 10:40:43 UTC 2026","broken","Tue May 12 10:41:03 UTC 2026","","GreenCity","TC010_PublishButton_RemainsDisabled","TC010_Step2_ValidErrorAppears"
"Verify editing eco news with an invalid data in the title field","835","VerifyUpdatingEcoNewsWithInvalidTitleField","","Tue May 12 10:35:49 UTC 2026","passed","Tue May 12 10:35:50 UTC 2026","Eco-news-controller","","EcoNewsApiTests","VerifyUpdatingEcoNewsWithInvalidTitleField"
"","873","VerifySignInNotValidPassword","green_city_sh.Tests","Tue May 12 10:35:42 UTC 2026","passed","Tue May 12 10:35:42 UTC 2026","LoginAPITests","green_city_sh.Tests.Tests.API","LoginAPITests","VerifySignInNotValidPassword"
"Add habit to favorites test","1037","AddHabitToFavoritesTest","green_city_sh.Tests","Tue May 12 10:35:42 UTC 2026","passed","Tue May 12 10:35:43 UTC 2026","HabitApiTests","green_city_sh.Tests.Tests.API","HabitApiTests","AddHabitToFavoritesTest"
"Valid title is accepted","20062","TC010_Step1_EnterValidTitle_TitleIsAccepted","","Tue May 12 10:40:22 UTC 2026","broken","Tue May 12 10:40:43 UTC 2026","","GreenCity","TC010_PublishButton_RemainsDisabled","TC010_Step1_EnterValidTitle_TitleIsAccepted"
"Entered valid text is displayed","25967","TC001_Step2_EnterValidText_IsDisplayedInInput","","Tue May 12 10:37:56 UTC 2026","broken","Tue May 12 10:38:22 UTC 2026","","GreenCity","TC001_AddCommentTests","TC001_Step2_EnterValidText_IsDisplayedInInput"
"Publish button remains disabled for invalid description","20130","TC010_Step3_PublishButton_RemainsDisabled","","Tue May 12 10:41:03 UTC 2026","broken","Tue May 12 10:41:23 UTC 2026","","GreenCity","TC010_PublishButton_RemainsDisabled","TC010_Step3_PublishButton_RemainsDisabled"
"Add habit to favorites test","551","CreateCustomHabitTest","green_city_sh.Tests","Tue May 12 10:35:43 UTC 2026","passed","Tue May 12 10:35:44 UTC 2026","HabitApiTests","green_city_sh.Tests.Tests.API","HabitApiTests","CreateCustomHabitTest"
"Verify that ""Create event"" button redirects to the event creation","11631","CreateEventTest","green_city_sh.Tests","Tue May 12 10:35:43 UTC 2026","passed","Tue May 12 10:35:55 UTC 2026","CreateEventButtonTest","green_city_sh.Tests.Tests.WEB","CreateEventButtonTest","CreateEventTest"
"Filter news by tags - verify each tag shows relevant news and counter updates correctly","24301","FilterNewsByTags_ShowsOnlyNewsWithThatTag","","Tue May 12 10:37:05 UTC 2026","broken","Tue May 12 10:37:29 UTC 2026","NewsPage","","NewsPageTests","FilterNewsByTags_ShowsOnlyNewsWithThatTag"
"Inability to save an event with a whitespace value in 'Title' field","24050","TC011_Step1_EnterWhitespaceInTitle_WhitespaceIsAccepted","","Tue May 12 10:37:33 UTC 2026","broken","Tue May 12 10:37:57 UTC 2026","","GreenCity","TC011_CreateEventTest","TC011_Step1_EnterWhitespaceInTitle_WhitespaceIsAccepted"
