"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC-009: Successful creation of a 1-day online event with all mandatory fields and a picture","31926","CreateOneDayOnlineEvent_WithMandatoryFieldsAndPicture_Successfully","green_city_sh.Tests","Wed May 06 13:04:04 UTC 2026","broken","Wed May 06 13:04:36 UTC 2026","CreateEventsTests","green_city_sh.Tests.Tests.WEB","CreateEventsTests","CreateOneDayOnlineEvent_WithMandatoryFieldsAndPicture_Successfully"
"Verify that login with invalid email format shows error and disables Sign In button","20613","AttemptToLoginWithInvalidEmail","","Wed May 06 13:05:11 UTC 2026","passed","Wed May 06 13:05:32 UTC 2026","LoginPage","","LoginTests","AttemptToLoginWithInvalidEmail"
"","2997","VerifyHomePageLoads","green_city_sh.Tests","Wed May 06 13:04:31 UTC 2026","passed","Wed May 06 13:04:34 UTC 2026","HomePageTests","green_city_sh.Tests.Tests.WEB","HomePageTests","VerifyHomePageLoads"
"Date time format is valid","20481","TC037_Step4_DateTimeFormat_IsValid","","Wed May 06 13:07:05 UTC 2026","passed","Wed May 06 13:07:26 UTC 2026","","GreenCity","TC037_EventCardUITest","TC037_Step4_DateTimeFormat_IsValid"
"Submitted comment increases counter","41521","TC001_Step3_SubmitsComment_CountIncreasedByOne","","Wed May 06 13:07:21 UTC 2026","passed","Wed May 06 13:08:02 UTC 2026","","GreenCity","TC001_AddCommentTests","TC001_Step3_SubmitsComment_CountIncreasedByOne"
"Verify publication date is displayed in Ukrainian format","8191","VerifyPublicationDateIsDisplayedInUkrainianFormat","","Wed May 06 13:05:59 UTC 2026","passed","Wed May 06 13:06:07 UTC 2026","Format","GreenCity","NewsDetailsPageTests","VerifyPublicationDateIsDisplayedInUkrainianFormat"
"","7573","Register_WithInvalidEmail_ShouldShowValidationError","green_city_sh.Tests","Wed May 06 13:05:14 UTC 2026","passed","Wed May 06 13:05:21 UTC 2026","RegistrationTests","green_city_sh.Tests.Tests.WEB","RegistrationTests","Register_WithInvalidEmail_ShouldShowValidationError"
"Verify that filter results are displayed correctly when selecting 'Events' and 'Ads'","18025","FilterByEventsAndAds_DisplaysCorrectResults","","Wed May 06 13:05:03 UTC 2026","broken","Wed May 06 13:05:21 UTC 2026","NewsPage","","NewsPageTests","FilterByEventsAndAds_DisplaysCorrectResults"
"Title validation","25411","TC011_Step3_PublishButton_RemainsDisabled","","Wed May 06 13:06:04 UTC 2026","passed","Wed May 06 13:06:29 UTC 2026","","GreenCity","TC011_CreateEventTest","TC011_Step3_PublishButton_RemainsDisabled"
"Verify that the user can delete their comment and the counter updates","32548","VerifyDeletingUserCommentAndCounterUpdates","","Wed May 06 13:05:19 UTC 2026","failed","Wed May 06 13:05:51 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyDeletingUserCommentAndCounterUpdates"
"Publish button remains disabled for invalid description","5339","TC010_Step3_PublishButton_RemainsDisabled","","Wed May 06 13:09:01 UTC 2026","passed","Wed May 06 13:09:07 UTC 2026","","GreenCity","TC010_PublishButton_RemainsDisabled","TC010_Step3_PublishButton_RemainsDisabled"
"Verify publication date is displayed in American format","7549","VerifyPublicationDateIsDisplayedInAmericanFormat","","Wed May 06 13:05:51 UTC 2026","passed","Wed May 06 13:05:59 UTC 2026","Format","GreenCity","NewsDetailsPageTests","VerifyPublicationDateIsDisplayedInAmericanFormat"
"Verify that the user can cancel joining an event","39005","VerifyCancelJoiningEvent","","Wed May 06 13:04:28 UTC 2026","passed","Wed May 06 13:05:07 UTC 2026","Format","GreenCity","EventDetailsPageTests","VerifyCancelJoiningEvent"
"Validation error for short description","6280","TC010_Step2_ValidErrorAppears","","Wed May 06 13:08:55 UTC 2026","passed","Wed May 06 13:09:01 UTC 2026","","GreenCity","TC010_PublishButton_RemainsDisabled","TC010_Step2_ValidErrorAppears"
"Event image is present","20656","TC037_Step2_EventImage_IsPresentAndLoaded","","Wed May 06 13:06:23 UTC 2026","passed","Wed May 06 13:06:44 UTC 2026","","GreenCity","TC037_EventCardUITest","TC037_Step2_EventImage_IsPresentAndLoaded"
"Verify that the user can successfully edit their own comment","8884","VerifyThatUserCanEditTheirOwnComment","","Wed May 06 13:06:30 UTC 2026","passed","Wed May 06 13:06:39 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanEditTheirOwnComment"
"TC-024: Successful login to the system with valid credentials","5540","VerifySuccessfulLoginWithValidCredentials","","Wed May 06 13:04:46 UTC 2026","passed","Wed May 06 13:04:51 UTC 2026","LoginPage","","LoginTests","VerifySuccessfulLoginWithValidCredentials"
"Action button is enabled","20467","TC037_Step6_ActionButtons_ArePresentAndEnabled","","Wed May 06 13:07:46 UTC 2026","passed","Wed May 06 13:08:06 UTC 2026","","GreenCity","TC037_EventCardUITest","TC037_Step6_ActionButtons_ArePresentAndEnabled"
"Event card is visible","22717","TC037_Step1_FirstEventCard_IsVisible","","Wed May 06 13:06:00 UTC 2026","passed","Wed May 06 13:06:23 UTC 2026","","GreenCity","TC037_EventCardUITest","TC037_Step1_FirstEventCard_IsVisible"
"Comment visible after refresh","24588","TC001_Step4_AfterPageRefresh_CommentRemainsVisible","","Wed May 06 13:08:02 UTC 2026","passed","Wed May 06 13:08:27 UTC 2026","","GreenCity","TC001_AddCommentTests","TC001_Step4_AfterPageRefresh_CommentRemainsVisible"
"","27187","VerifyUserCanCreateNewEvent","green_city_sh.Tests","Wed May 06 13:04:36 UTC 2026","passed","Wed May 06 13:05:03 UTC 2026","CreateEventsTests","green_city_sh.Tests.Tests.WEB","CreateEventsTests","VerifyUserCanCreateNewEvent"
"Event category tag is valid","21501","TC037_Step3_CategoryTag_IsValidValue","","Wed May 06 13:06:44 UTC 2026","passed","Wed May 06 13:07:05 UTC 2026","","GreenCity","TC037_EventCardUITest","TC037_Step3_CategoryTag_IsValidValue"
"Validate Title field (required, max length 170, validation behavior)","41510","VerifyTitleFieldValidationAndCreation","","Wed May 06 13:04:04 UTC 2026","broken","Wed May 06 13:04:46 UTC 2026","News","GreenCity","CreateNewsTitleValidationTests","VerifyTitleFieldValidationAndCreation"
"TC-027: Successful logout from the site (Sign Out)","10230","Logout_AfterSuccessfulLogin_ShouldEndUserSession","green_city_sh.Tests","Wed May 06 13:03:54 UTC 2026","passed","Wed May 06 13:04:04 UTC 2026","LogoutTests","green_city_sh.Tests.Tests.WEB","LogoutTests","Logout_AfterSuccessfulLogin_ShouldEndUserSession"
"Event status is open or closed","19951","TC037_Step5_EventStatus_IsOpenOrClosed","","Wed May 06 13:07:26 UTC 2026","passed","Wed May 06 13:07:46 UTC 2026","","GreenCity","TC037_EventCardUITest","TC037_Step5_EventStatus_IsOpenOrClosed"
"Verify that searching for events using a keyword returns cards contain the searched keyword in their title","7288","SearchByKeywordReturnsMatchingEvents","green_city_sh.Tests","Wed May 06 13:04:24 UTC 2026","broken","Wed May 06 13:04:31 UTC 2026","EventsSearchTests","green_city_sh.Tests.Tests.WEB","EventsSearchTests","SearchByKeywordReturnsMatchingEvents"
"Verify that the comments are displayed down the news page section","22457","VerifyCommentsCount","","Wed May 06 13:04:56 UTC 2026","passed","Wed May 06 13:05:19 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyCommentsCount"
"Verify that the user can reply to another user's comment","39373","VerifyThatUserCanReplyToAnotherUserComment","","Wed May 06 13:06:39 UTC 2026","broken","Wed May 06 13:07:18 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanReplyToAnotherUserComment"
"Comment field becomes active after click","55598","TC001_Step1_ClickCommentField_BecomesActive","","Wed May 06 13:05:32 UTC 2026","passed","Wed May 06 13:06:27 UTC 2026","","GreenCity","TC001_AddCommentTests","TC001_Step1_ClickCommentField_BecomesActive"
"Verify guest restrictions on Event page","7643","VerifyGuestRestrictionsOnEventPage","","Wed May 06 13:04:16 UTC 2026","passed","Wed May 06 13:04:24 UTC 2026","Format","GreenCity","EventPageTests","VerifyGuestRestrictionsOnEventPage"
