"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6698","TC010_Step2_ValidErrorAppears","green_city_sh.Tests","Tue May 05 11:07:30 UTC 2026","passed","Tue May 05 11:07:36 UTC 2026","TC010_PublishButton_RemainsDisabled","green_city_sh.Tests.Tests","TC010_PublishButton_RemainsDisabled","TC010_Step2_ValidErrorAppears"
"Filter and Search Functionality","20759","SearchTypeAndDateRange","green_city_sh.Tests","Tue May 05 11:08:50 UTC 2026","failed","Tue May 05 11:09:11 UTC 2026","SearchTypeAndDateRangeTest","green_city_sh.Tests.Tests","SearchTypeAndDateRangeTest","SearchTypeAndDateRange"
"Filter news by tags - verify each tag shows relevant news and counter updates correctly","17939","FilterNewsByTags_ShowsOnlyNewsWithThatTag","green_city_sh.Tests","Tue May 05 11:08:40 UTC 2026","broken","Tue May 05 11:08:58 UTC 2026","NewsPageTests","green_city_sh.Tests.Tests","NewsPageTests","FilterNewsByTags_ShowsOnlyNewsWithThatTag"
"","28018","VerifyUserCanCreateNewEvent","green_city_sh.Tests","Tue May 05 11:08:12 UTC 2026","passed","Tue May 05 11:08:40 UTC 2026","CreateEventsTests","green_city_sh.Tests.Tests","CreateEventsTests","VerifyUserCanCreateNewEvent"
"Verify that the user can reply to another user's comment","38111","VerifyThatUserCanReplyToAnotherUserComment","","Tue May 05 11:10:15 UTC 2026","failed","Tue May 05 11:10:53 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanReplyToAnotherUserComment"
"","19938","TC037_Step6_ActionButtons_ArePresentAndEnabled","green_city_sh.Tests","Tue May 05 11:11:00 UTC 2026","passed","Tue May 05 11:11:20 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step6_ActionButtons_ArePresentAndEnabled"
"Validate Title field (required, max length 170, validation behavior)","40687","VerifyTitleFieldValidationAndCreation","","Tue May 05 11:07:43 UTC 2026","broken","Tue May 05 11:08:24 UTC 2026","News","GreenCity","CreateNewsTitleValidationTests","VerifyTitleFieldValidationAndCreation"
"Verify that the user can save an event and view it in bookmarks","13789","VerifySavingEventAndViewingInBookmarks","","Tue May 05 11:07:43 UTC 2026","passed","Tue May 05 11:07:57 UTC 2026","Format","GreenCity","EventDetailsPageTests","VerifySavingEventAndViewingInBookmarks"
"","3728","VerifyHomePageLoads","green_city_sh.Tests","Tue May 05 11:08:10 UTC 2026","passed","Tue May 05 11:08:14 UTC 2026","HomePageTests","green_city_sh.Tests.Tests","HomePageTests","VerifyHomePageLoads"
"","6614","TC010_Step3_PublishButton_RemainsDisabled","green_city_sh.Tests","Tue May 05 11:07:36 UTC 2026","passed","Tue May 05 11:07:43 UTC 2026","TC010_PublishButton_RemainsDisabled","green_city_sh.Tests.Tests","TC010_PublishButton_RemainsDisabled","TC010_Step3_PublishButton_RemainsDisabled"
"Verify publication date is displayed in Ukrainian format","7612","VerifyPublicationDateIsDisplayedInUkrainianFormat","","Tue May 05 11:09:34 UTC 2026","passed","Tue May 05 11:09:42 UTC 2026","Format","GreenCity","NewsDetailsPageTests","VerifyPublicationDateIsDisplayedInUkrainianFormat"
