"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that authorized user can get friends list","172","VerifyGetFriends","","Wed May 13 06:57:08 UTC 2026","passed","Wed May 13 06:57:09 UTC 2026","Friend API Tests","API Tests","FriendTests","VerifyGetFriends"
"Verify that all assigned habits have status INPROGRESS or ACQUIRED","1627","VerifyGetAllAssignedHabits_ContainsOnlyInprogressOrAcquiredStatus","","Wed May 13 06:57:09 UTC 2026","passed","Wed May 13 06:57:10 UTC 2026","","HabitAssign API Tests","HabitAssignAPITests","VerifyGetAllAssignedHabits_ContainsOnlyInprogressOrAcquiredStatus"
"Valid title is accepted","5994","TC010_Step1_EnterValidTitle_TitleIsAccepted","","Wed May 13 07:02:31 UTC 2026","passed","Wed May 13 07:02:37 UTC 2026","","UI Tests","TC010_PublishButton_RemainsDisabled","TC010_Step1_EnterValidTitle_TitleIsAccepted"
"","274","VerifySuccessSignIn","","Wed May 13 06:57:13 UTC 2026","passed","Wed May 13 06:57:13 UTC 2026","Login API Tests","API Tests","LoginAPITests","VerifySuccessSignIn"
"Verify creating eco news with an invalid data in the description field","89","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField","","Wed May 13 06:57:14 UTC 2026","passed","Wed May 13 06:57:14 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField"
"Verify that filter results are displayed correctly when selecting 'Events' and 'Ads'","24559","FilterByEventsAndAds_DisplaysCorrectResults","","Wed May 13 06:58:18 UTC 2026","failed","Wed May 13 06:58:43 UTC 2026","NewsPage","UI Tests","NewsPageTests","FilterByEventsAndAds_DisplaysCorrectResults"
"Event card is visible","24342","TC037_Step1_FirstEventCard_IsVisible","","Wed May 13 06:59:17 UTC 2026","passed","Wed May 13 06:59:42 UTC 2026","","UI Tests","TC037_EventCardUITest","TC037_Step1_FirstEventCard_IsVisible"
"Verify that user can delete own comment","491","DeleteComment_Success","","Wed May 13 06:57:13 UTC 2026","passed","Wed May 13 06:57:14 UTC 2026","","API Tests","HabitsCommentAPITests","DeleteComment_Success"
"Validate Title field (required, max length 170, validation behavior)","50042","VerifyTitleFieldValidationAndCreation","","Wed May 13 06:57:14 UTC 2026","broken","Wed May 13 06:58:04 UTC 2026","News","GreenCity","CreateNewsTitleValidationTests","VerifyTitleFieldValidationAndCreation"
"Filter and Search Functionality","23036","SearchTypeAndDateRange","","Wed May 13 06:58:40 UTC 2026","failed","Wed May 13 06:59:03 UTC 2026","","UI Tests","SearchTypeAndDateRangeTest","SearchTypeAndDateRange"
"Verify editing eco news with an invalid data in the title field","913","VerifyUpdatingEcoNewsWithInvalidTitleField","","Wed May 13 06:57:15 UTC 2026","passed","Wed May 13 06:57:16 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyUpdatingEcoNewsWithInvalidTitleField"
