"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify publication date is displayed in American format","5424","VerifyPublicationDateIsDisplayedInAmericanFormat","","Mon May 04 20:19:19 UTC 2026","passed","Mon May 04 20:19:24 UTC 2026","Format","GreenCity","NewsDetailsPageTests","VerifyPublicationDateIsDisplayedInAmericanFormat"
"","41222","TC001_Step2_EnterValidText_IsDisplayedInInput","green_city_sh.Tests","Mon May 04 20:19:29 UTC 2026","broken","Mon May 04 20:20:10 UTC 2026","TC001_AddCommentTests","green_city_sh.Tests.Tests","TC001_AddCommentTests","TC001_Step2_EnterValidText_IsDisplayedInInput"
"","12449","SearchByKeywordReturnsMatchingEvents","green_city_sh.Tests","Mon May 04 20:17:46 UTC 2026","broken","Mon May 04 20:17:58 UTC 2026","EventsSearchTests","green_city_sh.Tests.Tests","EventsSearchTests","SearchByKeywordReturnsMatchingEvents"
"","42705","VerifyUserCanCreateNewEvent","green_city_sh.Tests","Mon May 04 20:18:07 UTC 2026","passed","Mon May 04 20:18:50 UTC 2026","CreateEventsTests","green_city_sh.Tests.Tests","CreateEventsTests","VerifyUserCanCreateNewEvent"
"","20340","TC037_Step3_CategoryTag_IsValidValue","green_city_sh.Tests","Mon May 04 20:19:54 UTC 2026","passed","Mon May 04 20:20:14 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step3_CategoryTag_IsValidValue"
"Verify that the user can cancel joining an event","39507","VerifyCancelJoiningEvent","green_city_sh.Tests","Mon May 04 20:18:01 UTC 2026","passed","Mon May 04 20:18:40 UTC 2026","EventDetailsPageTests","green_city_sh.Tests.Tests","EventDetailsPageTests","VerifyCancelJoiningEvent"
"","36353","TC001_Step4_AfterPageRefresh_CommentRemainsVisible","green_city_sh.Tests","Mon May 04 20:20:50 UTC 2026","broken","Mon May 04 20:21:27 UTC 2026","TC001_AddCommentTests","green_city_sh.Tests.Tests","TC001_AddCommentTests","TC001_Step4_AfterPageRefresh_CommentRemainsVisible"
"","21281","TC037_Step1_FirstEventCard_IsVisible","green_city_sh.Tests","Mon May 04 20:19:08 UTC 2026","passed","Mon May 04 20:19:29 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step1_FirstEventCard_IsVisible"
"Verify publication date is displayed in Ukrainian format","7681","VerifyPublicationDateIsDisplayedInUkrainianFormat","","Mon May 04 20:19:24 UTC 2026","passed","Mon May 04 20:19:32 UTC 2026","Format","GreenCity","NewsDetailsPageTests","VerifyPublicationDateIsDisplayedInUkrainianFormat"
"","40343","TC001_Step3_SubmitsComment_CountIncreasedByOne","green_city_sh.Tests","Mon May 04 20:20:10 UTC 2026","broken","Mon May 04 20:20:50 UTC 2026","TC001_AddCommentTests","green_city_sh.Tests.Tests","TC001_AddCommentTests","TC001_Step3_SubmitsComment_CountIncreasedByOne"
"","20898","SearchTypeAndDateRange","green_city_sh.Tests","Mon May 04 20:18:47 UTC 2026","failed","Mon May 04 20:19:08 UTC 2026","SearchTypeAndDateRangeTest","green_city_sh.Tests.Tests","SearchTypeAndDateRangeTest","SearchTypeAndDateRange"
"","22528","AttemptToLoginWithInvalidEmail","green_city_sh.Tests","Mon May 04 20:18:06 UTC 2026","passed","Mon May 04 20:18:29 UTC 2026","LoginTests","green_city_sh.Tests.Tests","LoginTests","AttemptToLoginWithInvalidEmail"
"Verify that the user can successfully edit their own comment","23773","VerifyThatUserCanEditTheirOwnComment","","Mon May 04 20:19:57 UTC 2026","passed","Mon May 04 20:20:21 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanEditTheirOwnComment"
"","20199","TC037_Step5_EventStatus_IsOpenOrClosed","green_city_sh.Tests","Mon May 04 20:20:36 UTC 2026","passed","Mon May 04 20:20:57 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step5_EventStatus_IsOpenOrClosed"
"","22028","CreateEventTest","green_city_sh.Tests","Mon May 04 20:17:25 UTC 2026","broken","Mon May 04 20:17:47 UTC 2026","CreateEventButtonTest","green_city_sh.Tests.Tests","CreateEventButtonTest","CreateEventTest"
"","4532","Register_WithInvalidEmail_ShouldShowValidationError","green_city_sh.Tests","Mon May 04 20:18:40 UTC 2026","passed","Mon May 04 20:18:45 UTC 2026","RegistrationTests","green_city_sh.Tests.Tests","RegistrationTests","Register_WithInvalidEmail_ShouldShowValidationError"
"","8269","Register_WithValidData_ShouldShowSuccessMessage","green_city_sh.Tests","Mon May 04 20:18:45 UTC 2026","passed","Mon May 04 20:18:53 UTC 2026","RegistrationTests","green_city_sh.Tests.Tests","RegistrationTests","Register_WithValidData_ShouldShowSuccessMessage"
"Verify that the user cannot submit a comment with an uploaded image only","10806","VerifyCommentSubmissionWithImageOnly","green_city_sh.Tests","Mon May 04 20:17:50 UTC 2026","passed","Mon May 04 20:18:01 UTC 2026","EventDetailsPageTests","green_city_sh.Tests.Tests","EventDetailsPageTests","VerifyCommentSubmissionWithImageOnly"
"Verify that the user can delete their comment and the counter updates","55979","VerifyDeletingUserCommentAndCounterUpdates","","Mon May 04 20:18:23 UTC 2026","passed","Mon May 04 20:19:19 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyDeletingUserCommentAndCounterUpdates"
"","22421","TC037_Step4_DateTimeFormat_IsValid","green_city_sh.Tests","Mon May 04 20:20:14 UTC 2026","passed","Mon May 04 20:20:36 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step4_DateTimeFormat_IsValid"
"Verify that the user can reply to another user's comment","39304","VerifyThatUserCanReplyToAnotherUserComment","","Mon May 04 20:20:21 UTC 2026","failed","Mon May 04 20:21:00 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanReplyToAnotherUserComment"
"","24215","TC037_Step2_EventImage_IsPresentAndLoaded","green_city_sh.Tests","Mon May 04 20:19:29 UTC 2026","passed","Mon May 04 20:19:54 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step2_EventImage_IsPresentAndLoaded"
