"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that user can delete own comment","671","DeleteComment_Success","","Wed May 20 07:31:03 UTC 2026","passed","Wed May 20 07:31:04 UTC 2026","","API Tests","HabitsCommentAPITests","DeleteComment_Success"
"Filter news by tags - verify each tag shows relevant news and counter updates correctly","23331","FilterNewsByTags_ShowsOnlyNewsWithThatTag","","Wed May 20 07:33:09 UTC 2026","broken","Wed May 20 07:33:32 UTC 2026","NewsPage","UI Tests","NewsPageTests","FilterNewsByTags_ShowsOnlyNewsWithThatTag"
"Verify user can successfully update their own profile","0","VerifyUserProfileUpdate_Returns200","","Wed May 20 07:31:05 UTC 2026","failed","Wed May 20 07:31:05 UTC 2026","User-Lifecycle-Controller","API Tests","UserLifecycleApiTests","VerifyUserProfileUpdate_Returns200"
"Verify user can successfully sign in after registration","79","VerifyUserLogin_Returns200AndToken","","Wed May 20 07:31:05 UTC 2026","failed","Wed May 20 07:31:05 UTC 2026","User-Lifecycle-Controller","API Tests","UserLifecycleApiTests","VerifyUserLogin_Returns200AndToken"
"Verify that a new user can successfully register with valid data and receives a confirmation message.","7571","Register_WithValidData_ShouldShowSuccessMessage","","Wed May 20 07:33:14 UTC 2026","passed","Wed May 20 07:33:22 UTC 2026","","UI Tests","RegistrationTests","Register_WithValidData_ShouldShowSuccessMessage"
"Verify that the user can cancel joining an event","26047","VerifyCancelJoiningEvent","","Wed May 20 07:32:39 UTC 2026","broken","Wed May 20 07:33:05 UTC 2026","Format","UI Tests","EventDetailsPageTests","VerifyCancelJoiningEvent"
"Verify login fails after account is deleted","77","VerifyLoginFails_AfterAccountDeletion_Returns400","","Wed May 20 07:31:05 UTC 2026","passed","Wed May 20 07:31:05 UTC 2026","User-Lifecycle-Controller","API Tests","UserLifecycleApiTests","VerifyLoginFails_AfterAccountDeletion_Returns400"
"Verify that authorized user can add friend","1193","VerifyAddFriend","","Wed May 20 07:31:01 UTC 2026","passed","Wed May 20 07:31:02 UTC 2026","Friend API Tests","API Tests","FriendTests","VerifyAddFriend"
"Verify that authorized user can add comment to event","1305","AddCommentAuthorizedUser","","Wed May 20 07:30:48 UTC 2026","passed","Wed May 20 07:30:50 UTC 2026","Event Comments API Tests","API Tests","EventCommentApiTests","AddCommentAuthorizedUser"
"","224","VerifySearchEvents_WithoutToken_Returns401","","Wed May 20 07:31:04 UTC 2026","passed","Wed May 20 07:31:04 UTC 2026","Search Events API Tests","API Tests","SearchEventsAPITests","VerifySearchEvents_WithoutToken_Returns401"
"Verify that the comments are displayed down the news page section","24218","VerifyCommentsCount","","Wed May 20 07:32:40 UTC 2026","broken","Wed May 20 07:33:04 UTC 2026","Comment","UI Tests","NewsDetailsPageTests","VerifyCommentsCount"
"Verify getting eco news comment by ID","2103","VerifyGettingEcoNewsCommentById","","Wed May 20 07:30:56 UTC 2026","passed","Wed May 20 07:30:59 UTC 2026","Eco-news-comment-controller","API Tests","EcoNewsCommentApiTests","VerifyGettingEcoNewsCommentById"
"Validation error for short description","23773","TC010_Step2_ValidErrorAppears","","Wed May 20 07:34:13 UTC 2026","broken","Wed May 20 07:34:37 UTC 2026","Create event","UI Tests","TC010_PublishButton_RemainsDisabled","TC010_Step2_ValidErrorAppears"
"Verify that the user can delete their comment and the counter updates","23889","VerifyDeletingUserCommentAndCounterUpdates","","Wed May 20 07:33:04 UTC 2026","broken","Wed May 20 07:33:28 UTC 2026","Comment","UI Tests","NewsDetailsPageTests","VerifyDeletingUserCommentAndCounterUpdates"
"Verify that authorized user can update their comment","1658","UpdateCommentAuthorizedUser","","Wed May 20 07:30:58 UTC 2026","failed","Wed May 20 07:31:00 UTC 2026","Event Comments API Tests","API Tests","EventCommentApiTests","UpdateCommentAuthorizedUser"
"Verify creating eco news being unauthorized","372","VerifyCreatingEcoNewsBeingUnauthorized","","Wed May 20 07:31:04 UTC 2026","passed","Wed May 20 07:31:05 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyCreatingEcoNewsBeingUnauthorized"
