"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC-009: Successful creation of a 1-day online event with all mandatory fields and a picture","30488","CreateOneDayOnlineEvent_WithMandatoryFieldsAndPicture_Successfully","","Wed May 13 12:54:08 UTC 2026","broken","Wed May 13 12:54:38 UTC 2026","","UI Tests","CreateEventsTests","CreateOneDayOnlineEvent_WithMandatoryFieldsAndPicture_Successfully"
"Verify creating eco news being unauthorized","27","VerifyCreatingEcoNewsBeingUnauthorized","","Wed May 13 12:54:08 UTC 2026","passed","Wed May 13 12:54:08 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyCreatingEcoNewsBeingUnauthorized"
"Verify that ""Create event"" button redirects to the event creation","14285","CreateEventTest","","Wed May 13 12:54:08 UTC 2026","passed","Wed May 13 12:54:22 UTC 2026","","UI Tests","CreateEventButtonTest","CreateEventTest"
"Add habit to favorites test","1311","AddHabitToFavoritesTest","","Wed May 13 12:54:06 UTC 2026","passed","Wed May 13 12:54:07 UTC 2026","Habits","API Tests","HabitApiTests","AddHabitToFavoritesTest"
"","4923","VerifyHomePageLoads","","Wed May 13 12:55:05 UTC 2026","passed","Wed May 13 12:55:10 UTC 2026","","UI Tests","HomePageTests","VerifyHomePageLoads"
"Valid title is accepted","9313","TC010_Step1_EnterValidTitle_TitleIsAccepted","","Wed May 13 12:56:26 UTC 2026","passed","Wed May 13 12:56:35 UTC 2026","Create event","UI Tests","TC010_PublishButton_RemainsDisabled","TC010_Step1_EnterValidTitle_TitleIsAccepted"
"Verify that user can delete own comment","442","DeleteComment_Success","","Wed May 13 12:54:07 UTC 2026","passed","Wed May 13 12:54:07 UTC 2026","","API Tests","HabitsCommentAPITests","DeleteComment_Success"
"Filter and Search Functionality","22355","SearchTypeAndDateRange","","Wed May 13 12:56:15 UTC 2026","failed","Wed May 13 12:56:37 UTC 2026","","UI Tests","SearchTypeAndDateRangeTest","SearchTypeAndDateRange"
"Inability to save an event with a whitespace value in 'Title' field","23984","TC011_Step1_EnterWhitespaceInTitle_WhitespaceIsAccepted","","Wed May 13 12:56:37 UTC 2026","passed","Wed May 13 12:57:01 UTC 2026","Create event","UI Tests","TC011_CreateEventTest","TC011_Step1_EnterWhitespaceInTitle_WhitespaceIsAccepted"
"","22355","Login_WithInvalidPassword_ShouldShowError","","Wed May 13 12:55:10 UTC 2026","passed","Wed May 13 12:55:33 UTC 2026","","UI Tests","InvalidPasswordTests","Login_WithInvalidPassword_ShouldShowError"
