"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10088","Register_WithValidData_ShouldShowSuccessMessage","green_city_sh.Tests","Tue May 05 10:17:59 UTC 2026","passed","Tue May 05 10:18:09 UTC 2026","RegistrationTests","green_city_sh.Tests.Tests","RegistrationTests","Register_WithValidData_ShouldShowSuccessMessage"
"","19368","TC010_Step3_PublishButton_RemainsDisabled","green_city_sh.Tests","Tue May 05 10:16:26 UTC 2026","broken","Tue May 05 10:16:46 UTC 2026","TC010_PublishButton_RemainsDisabled","green_city_sh.Tests.Tests","TC010_PublishButton_RemainsDisabled","TC010_Step3_PublishButton_RemainsDisabled"
"Verify that the user can reply to another user's comment","19443","VerifyThatUserCanReplyToAnotherUserComment","","Tue May 05 10:19:36 UTC 2026","broken","Tue May 05 10:19:56 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanReplyToAnotherUserComment"
"","19813","Login_WithInvalidPassword_ShouldShowError","green_city_sh.Tests","Tue May 05 10:17:13 UTC 2026","broken","Tue May 05 10:17:32 UTC 2026","InvalidPasswordTests","green_city_sh.Tests.Tests","InvalidPasswordTests","Login_WithInvalidPassword_ShouldShowError"
"Verify publication date is displayed in American format","20850","VerifyPublicationDateIsDisplayedInAmericanFormat","","Tue May 05 10:18:14 UTC 2026","broken","Tue May 05 10:18:35 UTC 2026","Format","GreenCity","NewsDetailsPageTests","VerifyPublicationDateIsDisplayedInAmericanFormat"
"","6979","Register_WithInvalidEmail_ShouldShowValidationError","green_city_sh.Tests","Tue May 05 10:17:52 UTC 2026","passed","Tue May 05 10:17:59 UTC 2026","RegistrationTests","green_city_sh.Tests.Tests","RegistrationTests","Register_WithInvalidEmail_ShouldShowValidationError"
"Verify publication date is displayed in Ukrainian format","20343","VerifyPublicationDateIsDisplayedInUkrainianFormat","","Tue May 05 10:18:35 UTC 2026","broken","Tue May 05 10:18:55 UTC 2026","Format","GreenCity","NewsDetailsPageTests","VerifyPublicationDateIsDisplayedInUkrainianFormat"
"Filter news by tags - verify each tag shows relevant news and counter updates correctly","14760","FilterNewsByTags_ShowsOnlyNewsWithThatTag","green_city_sh.Tests","Tue May 05 10:17:48 UTC 2026","passed","Tue May 05 10:18:03 UTC 2026","NewsPageTests","green_city_sh.Tests.Tests","NewsPageTests","FilterNewsByTags_ShowsOnlyNewsWithThatTag"
"Filter and Search Functionality","24531","SearchTypeAndDateRange","green_city_sh.Tests","Tue May 05 10:17:58 UTC 2026","failed","Tue May 05 10:18:22 UTC 2026","SearchTypeAndDateRangeTest","green_city_sh.Tests.Tests","SearchTypeAndDateRangeTest","SearchTypeAndDateRange"
"","20299","TC037_Step5_EventStatus_IsOpenOrClosed","green_city_sh.Tests","Tue May 05 10:19:46 UTC 2026","broken","Tue May 05 10:20:06 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step5_EventStatus_IsOpenOrClosed"
"","21064","TC001_Step4_AfterPageRefresh_CommentRemainsVisible","green_city_sh.Tests","Tue May 05 10:19:28 UTC 2026","broken","Tue May 05 10:19:49 UTC 2026","TC001_AddCommentTests","green_city_sh.Tests.Tests","TC001_AddCommentTests","TC001_Step4_AfterPageRefresh_CommentRemainsVisible"
"Verify that login with invalid email format shows error and disables Sign In button","20631","AttemptToLoginWithInvalidEmail","green_city_sh.Tests","Tue May 05 10:17:37 UTC 2026","broken","Tue May 05 10:17:58 UTC 2026","LoginTests","green_city_sh.Tests.Tests","LoginTests","AttemptToLoginWithInvalidEmail"
"","31557","VerifyUserCanCreateNewEvent","green_city_sh.Tests","Tue May 05 10:17:17 UTC 2026","passed","Tue May 05 10:17:48 UTC 2026","CreateEventsTests","green_city_sh.Tests.Tests","CreateEventsTests","VerifyUserCanCreateNewEvent"
"","21004","TC001_Step3_SubmitsComment_CountIncreasedByOne","green_city_sh.Tests","Tue May 05 10:19:07 UTC 2026","broken","Tue May 05 10:19:28 UTC 2026","TC001_AddCommentTests","green_city_sh.Tests.Tests","TC001_AddCommentTests","TC001_Step3_SubmitsComment_CountIncreasedByOne"
"Verify guest restrictions on Event page","11926","VerifyGuestRestrictionsOnEventPage","","Tue May 05 10:16:46 UTC 2026","passed","Tue May 05 10:16:58 UTC 2026","Format","GreenCity","EventPageTests","VerifyGuestRestrictionsOnEventPage"
"Verify that the user can save an event and view it in bookmarks","25379","VerifySavingEventAndViewingInBookmarks","","Tue May 05 10:16:46 UTC 2026","broken","Tue May 05 10:17:11 UTC 2026","Format","GreenCity","EventDetailsPageTests","VerifySavingEventAndViewingInBookmarks"
"Verify that the user can successfully edit their own comment","20685","VerifyThatUserCanEditTheirOwnComment","","Tue May 05 10:18:55 UTC 2026","broken","Tue May 05 10:19:16 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanEditTheirOwnComment"
"Verify that ""Create event"" button redirects to the event creation","24504","CreateEventTest","green_city_sh.Tests","Tue May 05 10:16:46 UTC 2026","broken","Tue May 05 10:17:10 UTC 2026","CreateEventButtonTest","green_city_sh.Tests.Tests","CreateEventButtonTest","CreateEventTest"
