"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the user can delete their comment and the counter updates","23681","VerifyDeletingUserCommentAndCounterUpdates","","Tue May 12 06:42:26 UTC 2026","broken","Tue May 12 06:42:49 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyDeletingUserCommentAndCounterUpdates"
"Verify that searching for events using a keyword returns cards contain the searched keyword in their title","8081","SearchByKeywordReturnsMatchingEvents","green_city_sh.Tests","Tue May 12 06:41:31 UTC 2026","passed","Tue May 12 06:41:39 UTC 2026","EventsSearchTests","green_city_sh.Tests.Tests.WEB","EventsSearchTests","SearchByKeywordReturnsMatchingEvents"
"TC-025: Attempt to login with invalid password","6576","AttemptToLoginWithInvalidPassword","","Tue May 12 06:42:17 UTC 2026","failed","Tue May 12 06:42:24 UTC 2026","LoginPage","","LoginTests","AttemptToLoginWithInvalidPassword"
"Valid title is accepted","19562","TC010_Step1_EnterValidTitle_TitleIsAccepted","","Tue May 12 06:45:46 UTC 2026","broken","Tue May 12 06:46:06 UTC 2026","","GreenCity","TC010_PublishButton_RemainsDisabled","TC010_Step1_EnterValidTitle_TitleIsAccepted"
"Verify that the user can cancel joining an event","38742","VerifyCancelJoiningEvent","","Tue May 12 06:41:38 UTC 2026","passed","Tue May 12 06:42:17 UTC 2026","Format","GreenCity","EventDetailsPageTests","VerifyCancelJoiningEvent"
"","345","VerifySignInNotValidPassword","green_city_sh.Tests","Tue May 12 06:41:13 UTC 2026","passed","Tue May 12 06:41:13 UTC 2026","LoginAPITests","green_city_sh.Tests.Tests.API","LoginAPITests","VerifySignInNotValidPassword"
"Verify that the user can reply to another user's comment","19791","VerifyThatUserCanReplyToAnotherUserComment","","Tue May 12 06:44:13 UTC 2026","broken","Tue May 12 06:44:32 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanReplyToAnotherUserComment"
"Filter and Search Functionality","20997","SearchTypeAndDateRange","green_city_sh.Tests","Tue May 12 06:42:39 UTC 2026","failed","Tue May 12 06:43:00 UTC 2026","SearchTypeAndDateRangeTest","green_city_sh.Tests.Tests.WEB","SearchTypeAndDateRangeTest","SearchTypeAndDateRange"
"TC-009: Successful creation of a 1-day online event with all mandatory fields and a picture","31073","CreateOneDayOnlineEvent_WithMandatoryFieldsAndPicture_Successfully","green_city_sh.Tests","Tue May 12 06:41:13 UTC 2026","broken","Tue May 12 06:41:44 UTC 2026","CreateEventsTests","green_city_sh.Tests.Tests.WEB","CreateEventsTests","CreateOneDayOnlineEvent_WithMandatoryFieldsAndPicture_Successfully"
"TC-027: Successful logout from the site (Sign Out)","14279","Logout_AfterSuccessfulLogin_ShouldEndUserSession","green_city_sh.Tests","Tue May 12 06:40:59 UTC 2026","passed","Tue May 12 06:41:13 UTC 2026","LogoutTests","green_city_sh.Tests.Tests.WEB","LogoutTests","Logout_AfterSuccessfulLogin_ShouldEndUserSession"
"","4958","Register_WithInvalidEmail_ShouldShowValidationError","green_city_sh.Tests","Tue May 12 06:42:34 UTC 2026","passed","Tue May 12 06:42:39 UTC 2026","RegistrationTests","green_city_sh.Tests.Tests.WEB","RegistrationTests","Register_WithInvalidEmail_ShouldShowValidationError"
"Verify that the user cannot submit a comment with an uploaded image only","8819","VerifyCommentSubmissionWithImageOnly","","Tue May 12 06:41:29 UTC 2026","passed","Tue May 12 06:41:38 UTC 2026","Format","GreenCity","EventDetailsPageTests","VerifyCommentSubmissionWithImageOnly"
"Verify publication date is displayed in American format","21678","VerifyPublicationDateIsDisplayedInAmericanFormat","","Tue May 12 06:42:49 UTC 2026","broken","Tue May 12 06:43:11 UTC 2026","Format","GreenCity","NewsDetailsPageTests","VerifyPublicationDateIsDisplayedInAmericanFormat"
"Verify that the user can successfully edit their own comment","19911","VerifyThatUserCanEditTheirOwnComment","","Tue May 12 06:43:53 UTC 2026","broken","Tue May 12 06:44:13 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanEditTheirOwnComment"
