"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC-024: Successful login to the system with valid credentials","19927","VerifySuccessfulLoginWithValidCredentials","green_city_sh.Tests","Tue May 05 10:07:07 UTC 2026","broken","Tue May 05 10:07:27 UTC 2026","LoginTests","green_city_sh.Tests.Tests","LoginTests","VerifySuccessfulLoginWithValidCredentials"
"","36807","TC001_Step1_ClickCommentField_BecomesActive","green_city_sh.Tests","Tue May 05 10:07:58 UTC 2026","broken","Tue May 05 10:08:35 UTC 2026","TC001_AddCommentTests","green_city_sh.Tests.Tests","TC001_AddCommentTests","TC001_Step1_ClickCommentField_BecomesActive"
"Verify that searching for events using a keyword returns cards contain the searched keyword in their title","19844","SearchByKeywordReturnsMatchingEvents","green_city_sh.Tests","Tue May 05 10:06:47 UTC 2026","broken","Tue May 05 10:07:07 UTC 2026","EventsSearchTests","green_city_sh.Tests.Tests","EventsSearchTests","SearchByKeywordReturnsMatchingEvents"
"Verify that the user can reply to another user's comment","21083","VerifyThatUserCanReplyToAnotherUserComment","","Tue May 05 10:09:27 UTC 2026","broken","Tue May 05 10:09:48 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanReplyToAnotherUserComment"
"Verify that the user can save an event and view it in bookmarks","21593","VerifySavingEventAndViewingInBookmarks","green_city_sh.Tests","Tue May 05 10:06:37 UTC 2026","broken","Tue May 05 10:06:58 UTC 2026","EventDetailsPageTests","green_city_sh.Tests.Tests","EventDetailsPageTests","VerifySavingEventAndViewingInBookmarks"
"","19676","TC011_Step3_PublishButton_RemainsDisabled","green_city_sh.Tests","Tue May 05 10:08:23 UTC 2026","broken","Tue May 05 10:08:43 UTC 2026","TC011_CreateEventTest","green_city_sh.Tests.Tests","TC011_CreateEventTest","TC011_Step3_PublishButton_RemainsDisabled"
"Verify that the comments are displayed down the news page section","20523","VerifyCommentsCount","","Tue May 05 10:07:24 UTC 2026","broken","Tue May 05 10:07:45 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyCommentsCount"
"Verify that the user can successfully edit their own comment","20616","VerifyThatUserCanEditTheirOwnComment","","Tue May 05 10:08:45 UTC 2026","broken","Tue May 05 10:09:06 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanEditTheirOwnComment"
"Verify that the user can cancel joining an event","20492","VerifyCancelJoiningEvent","green_city_sh.Tests","Tue May 05 10:07:20 UTC 2026","broken","Tue May 05 10:07:40 UTC 2026","EventDetailsPageTests","green_city_sh.Tests.Tests","EventDetailsPageTests","VerifyCancelJoiningEvent"
"Verify that the user can delete their comment and the counter updates","20549","VerifyDeletingUserCommentAndCounterUpdates","","Tue May 05 10:07:45 UTC 2026","broken","Tue May 05 10:08:05 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyDeletingUserCommentAndCounterUpdates"
"Search news by keyword - verify that only news containing the keyword are displayed and the counter updates","7962","SearchNewsByKeyword_ShowsOnlyNewsWithKeyword","green_city_sh.Tests","Tue May 05 10:07:56 UTC 2026","passed","Tue May 05 10:08:04 UTC 2026","NewsPageTests","green_city_sh.Tests.Tests","NewsPageTests","SearchNewsByKeyword_ShowsOnlyNewsWithKeyword"
"","19885","TC010_Step3_PublishButton_RemainsDisabled","green_city_sh.Tests","Tue May 05 10:06:17 UTC 2026","broken","Tue May 05 10:06:37 UTC 2026","TC010_PublishButton_RemainsDisabled","green_city_sh.Tests.Tests","TC010_PublishButton_RemainsDisabled","TC010_Step3_PublishButton_RemainsDisabled"
"","17994","TC037_Step6_ActionButtons_ArePresentAndEnabled","green_city_sh.Tests","Tue May 05 10:09:49 UTC 2026","broken","Tue May 05 10:10:07 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step6_ActionButtons_ArePresentAndEnabled"
"Verify that the user cannot submit a comment with an uploaded image only","21293","VerifyCommentSubmissionWithImageOnly","green_city_sh.Tests","Tue May 05 10:06:58 UTC 2026","broken","Tue May 05 10:07:20 UTC 2026","EventDetailsPageTests","green_city_sh.Tests.Tests","EventDetailsPageTests","VerifyCommentSubmissionWithImageOnly"
"TC-009: Successful creation of a 1-day online event with all mandatory fields and a picture","29328","CreateOneDayOnlineEvent_WithMandatoryFieldsAndPicture_Successfully","green_city_sh.Tests","Tue May 05 10:06:37 UTC 2026","broken","Tue May 05 10:07:06 UTC 2026","CreateEventsTests","green_city_sh.Tests.Tests","CreateEventsTests","CreateOneDayOnlineEvent_WithMandatoryFieldsAndPicture_Successfully"
"Filter and Search Functionality","22672","SearchTypeAndDateRange","green_city_sh.Tests","Tue May 05 10:07:47 UTC 2026","failed","Tue May 05 10:08:09 UTC 2026","SearchTypeAndDateRangeTest","green_city_sh.Tests.Tests","SearchTypeAndDateRangeTest","SearchTypeAndDateRange"
"","19407","TC011_Step1_EnterWhitespaceInTitle_WhitespaceIsAccepted","green_city_sh.Tests","Tue May 05 10:08:04 UTC 2026","broken","Tue May 05 10:08:23 UTC 2026","TC011_CreateEventTest","green_city_sh.Tests.Tests","TC011_CreateEventTest","TC011_Step1_EnterWhitespaceInTitle_WhitespaceIsAccepted"
"","20342","Login_WithInvalidPassword_ShouldShowError","green_city_sh.Tests","Tue May 05 10:07:04 UTC 2026","broken","Tue May 05 10:07:24 UTC 2026","InvalidPasswordTests","green_city_sh.Tests.Tests","InvalidPasswordTests","Login_WithInvalidPassword_ShouldShowError"
"","21444","TC010_Step1_EnterValidTitle_TitleIsAccepted","green_city_sh.Tests","Tue May 05 10:05:35 UTC 2026","broken","Tue May 05 10:05:57 UTC 2026","TC010_PublishButton_RemainsDisabled","green_city_sh.Tests.Tests","TC010_PublishButton_RemainsDisabled","TC010_Step1_EnterValidTitle_TitleIsAccepted"
"Verify publication date is displayed in American format","19580","VerifyPublicationDateIsDisplayedInAmericanFormat","","Tue May 05 10:08:05 UTC 2026","broken","Tue May 05 10:08:25 UTC 2026","Format","GreenCity","NewsDetailsPageTests","VerifyPublicationDateIsDisplayedInAmericanFormat"
"","21056","TC037_Step5_EventStatus_IsOpenOrClosed","green_city_sh.Tests","Tue May 05 10:09:28 UTC 2026","broken","Tue May 05 10:09:49 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step5_EventStatus_IsOpenOrClosed"
"Filter news by tags - verify each tag shows relevant news and counter updates correctly","16408","FilterNewsByTags_ShowsOnlyNewsWithThatTag","green_city_sh.Tests","Tue May 05 10:07:39 UTC 2026","passed","Tue May 05 10:07:56 UTC 2026","NewsPageTests","green_city_sh.Tests.Tests","NewsPageTests","FilterNewsByTags_ShowsOnlyNewsWithThatTag"
"","19081","TC001_Step3_SubmitsComment_CountIncreasedByOne","green_city_sh.Tests","Tue May 05 10:08:55 UTC 2026","broken","Tue May 05 10:09:14 UTC 2026","TC001_AddCommentTests","green_city_sh.Tests.Tests","TC001_AddCommentTests","TC001_Step3_SubmitsComment_CountIncreasedByOne"
"","8423","Register_WithInvalidEmail_ShouldShowValidationError","green_city_sh.Tests","Tue May 05 10:07:40 UTC 2026","passed","Tue May 05 10:07:49 UTC 2026","RegistrationTests","green_city_sh.Tests.Tests","RegistrationTests","Register_WithInvalidEmail_ShouldShowValidationError"
"","19946","TC037_Step3_CategoryTag_IsValidValue","green_city_sh.Tests","Tue May 05 10:08:48 UTC 2026","broken","Tue May 05 10:09:08 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step3_CategoryTag_IsValidValue"
"","9260","Register_WithValidData_ShouldShowSuccessMessage","green_city_sh.Tests","Tue May 05 10:07:49 UTC 2026","passed","Tue May 05 10:07:58 UTC 2026","RegistrationTests","green_city_sh.Tests.Tests","RegistrationTests","Register_WithValidData_ShouldShowSuccessMessage"
"","19400","TC037_Step2_EventImage_IsPresentAndLoaded","green_city_sh.Tests","Tue May 05 10:08:29 UTC 2026","broken","Tue May 05 10:08:48 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step2_EventImage_IsPresentAndLoaded"
"","20133","TC001_Step4_AfterPageRefresh_CommentRemainsVisible","green_city_sh.Tests","Tue May 05 10:09:14 UTC 2026","broken","Tue May 05 10:09:34 UTC 2026","TC001_AddCommentTests","green_city_sh.Tests.Tests","TC001_AddCommentTests","TC001_Step4_AfterPageRefresh_CommentRemainsVisible"
"Verify publication date is displayed in Ukrainian format","20296","VerifyPublicationDateIsDisplayedInUkrainianFormat","","Tue May 05 10:08:25 UTC 2026","broken","Tue May 05 10:08:45 UTC 2026","Format","GreenCity","NewsDetailsPageTests","VerifyPublicationDateIsDisplayedInUkrainianFormat"
"","33305","VerifyUserCanCreateNewEvent","green_city_sh.Tests","Tue May 05 10:07:06 UTC 2026","passed","Tue May 05 10:07:39 UTC 2026","CreateEventsTests","green_city_sh.Tests.Tests","CreateEventsTests","VerifyUserCanCreateNewEvent"
"Verify that the user can successfully edit their own comment","20894","VerifyThatUserCanEditTheirOwnComment","","Tue May 05 10:09:06 UTC 2026","broken","Tue May 05 10:09:27 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanEditTheirOwnComment"
"Verify that ""Create event"" button redirects to the event creation","23684","CreateEventTest","green_city_sh.Tests","Tue May 05 10:06:37 UTC 2026","broken","Tue May 05 10:07:00 UTC 2026","CreateEventButtonTest","green_city_sh.Tests.Tests","CreateEventButtonTest","CreateEventTest"
"","19503","TC037_Step1_FirstEventCard_IsVisible","green_city_sh.Tests","Tue May 05 10:08:09 UTC 2026","broken","Tue May 05 10:08:29 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step1_FirstEventCard_IsVisible"
"Verify that login with invalid email format shows error and disables Sign In button","19662","AttemptToLoginWithInvalidEmail","green_city_sh.Tests","Tue May 05 10:07:27 UTC 2026","broken","Tue May 05 10:07:47 UTC 2026","LoginTests","green_city_sh.Tests.Tests","LoginTests","AttemptToLoginWithInvalidEmail"
"","19983","TC010_Step2_ValidErrorAppears","green_city_sh.Tests","Tue May 05 10:05:57 UTC 2026","broken","Tue May 05 10:06:17 UTC 2026","TC010_PublishButton_RemainsDisabled","green_city_sh.Tests.Tests","TC010_PublishButton_RemainsDisabled","TC010_Step2_ValidErrorAppears"
"","20264","TC001_Step2_EnterValidText_IsDisplayedInInput","green_city_sh.Tests","Tue May 05 10:08:35 UTC 2026","broken","Tue May 05 10:08:55 UTC 2026","TC001_AddCommentTests","green_city_sh.Tests.Tests","TC001_AddCommentTests","TC001_Step2_EnterValidText_IsDisplayedInInput"
"","19908","TC037_Step4_DateTimeFormat_IsValid","green_city_sh.Tests","Tue May 05 10:09:08 UTC 2026","broken","Tue May 05 10:09:28 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step4_DateTimeFormat_IsValid"
"Verify that the user can save an event and view it in bookmarks","10304","VerifyGuestRestrictionsOnEventPage","green_city_sh.Tests","Tue May 05 10:06:37 UTC 2026","passed","Tue May 05 10:06:47 UTC 2026","EventPageTests","green_city_sh.Tests.Tests","EventPageTests","VerifyGuestRestrictionsOnEventPage"
"","3590","VerifyHomePageLoads","green_city_sh.Tests","Tue May 05 10:07:00 UTC 2026","passed","Tue May 05 10:07:04 UTC 2026","HomePageTests","green_city_sh.Tests.Tests","HomePageTests","VerifyHomePageLoads"
