"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2135","VerifyHomePageLoads","green_city_sh.Tests","Tue May 05 22:21:58 UTC 2026","passed","Tue May 05 22:22:00 UTC 2026","HomePageTests","green_city_sh.Tests.Tests","HomePageTests","VerifyHomePageLoads"
"Verify that the user can successfully edit their own comment","11731","VerifyThatUserCanEditTheirOwnComment","","Tue May 05 22:23:45 UTC 2026","passed","Tue May 05 22:23:56 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanEditTheirOwnComment"
"","21160","TC011_Step1_EnterWhitespaceInTitle_WhitespaceIsAccepted","","Tue May 05 22:23:05 UTC 2026","passed","Tue May 05 22:23:26 UTC 2026","","Create event","TC011_CreateEventTest","TC011_Step1_EnterWhitespaceInTitle_WhitespaceIsAccepted"
"Verify that ""Create event"" button redirects to the event creation","13853","CreateEventTest","green_city_sh.Tests","Tue May 05 22:21:27 UTC 2026","passed","Tue May 05 22:21:40 UTC 2026","CreateEventButtonTest","green_city_sh.Tests.Tests","CreateEventButtonTest","CreateEventTest"
"","24154","TC037_Step2_EventImage_IsPresentAndLoaded","green_city_sh.Tests","Tue May 05 22:23:32 UTC 2026","passed","Tue May 05 22:23:56 UTC 2026","TC037_EventCardUITest","green_city_sh.Tests.Tests","TC037_EventCardUITest","TC037_Step2_EventImage_IsPresentAndLoaded"
"","44152","TC001_Step3_SubmitsComment_CountIncreasedByOne","green_city_sh.Tests","Tue May 05 22:24:41 UTC 2026","passed","Tue May 05 22:25:25 UTC 2026","TC001_AddCommentTests","green_city_sh.Tests.Tests","TC001_AddCommentTests","TC001_Step3_SubmitsComment_CountIncreasedByOne"
"Verify that the user can delete their comment and the counter updates","47776","VerifyDeletingUserCommentAndCounterUpdates","","Tue May 05 22:22:30 UTC 2026","passed","Tue May 05 22:23:18 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyDeletingUserCommentAndCounterUpdates"
"","10046","Register_WithValidData_ShouldShowSuccessMessage","green_city_sh.Tests","Tue May 05 22:22:40 UTC 2026","passed","Tue May 05 22:22:50 UTC 2026","RegistrationTests","green_city_sh.Tests.Tests","RegistrationTests","Register_WithValidData_ShouldShowSuccessMessage"
"","25787","TC011_Step3_PublishButton_RemainsDisabled","","Tue May 05 22:23:26 UTC 2026","passed","Tue May 05 22:23:52 UTC 2026","","Create event","TC011_CreateEventTest","TC011_Step3_PublishButton_RemainsDisabled"
"","54664","TC001_Step1_ClickCommentField_BecomesActive","green_city_sh.Tests","Tue May 05 22:22:50 UTC 2026","passed","Tue May 05 22:23:45 UTC 2026","TC001_AddCommentTests","green_city_sh.Tests.Tests","TC001_AddCommentTests","TC001_Step1_ClickCommentField_BecomesActive"
