"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that user can get active comments for a habit","296","GetActiveComments_Success","","Wed May 13 11:09:45 UTC 2026","passed","Wed May 13 11:09:46 UTC 2026","","API Tests","HabitsCommentAPITests","GetActiveComments_Success"
"Add habit to favorites test","1008","AddHabitToFavoritesTest","","Wed May 13 11:09:42 UTC 2026","passed","Wed May 13 11:09:43 UTC 2026","Habits","API Tests","HabitApiTests","AddHabitToFavoritesTest"
"Action button is enabled","19393","TC037_Step6_ActionButtons_ArePresentAndEnabled","","Wed May 13 11:13:42 UTC 2026","broken","Wed May 13 11:14:01 UTC 2026","","UI Tests","TC037_EventCardUITest","TC037_Step6_ActionButtons_ArePresentAndEnabled"
"","14","VerifySearchPlaces_WithUserRole_Returns403","","Wed May 13 11:09:47 UTC 2026","failed","Wed May 13 11:09:47 UTC 2026","","API Tests","SearchPlacesAPITests","VerifySearchPlaces_WithUserRole_Returns403"
"Publish button remains disabled for invalid description","19082","TC010_Step3_PublishButton_RemainsDisabled","","Wed May 13 11:15:34 UTC 2026","broken","Wed May 13 11:15:53 UTC 2026","","UI Tests","TC010_PublishButton_RemainsDisabled","TC010_Step3_PublishButton_RemainsDisabled"
"Verify that the user can delete their comment and the counter updates","28819","VerifyDeletingUserCommentAndCounterUpdates","","Wed May 13 11:11:09 UTC 2026","failed","Wed May 13 11:11:38 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyDeletingUserCommentAndCounterUpdates"
"TC-034: Editing user profile","19097","EditProfile_ShouldSaveAndRevertChanges","","Wed May 13 11:14:36 UTC 2026","broken","Wed May 13 11:14:56 UTC 2026","","UI Tests","ProfileTests","EditProfile_ShouldSaveAndRevertChanges"
"Verify that user can delete own comment","444","DeleteComment_Success","","Wed May 13 11:09:46 UTC 2026","passed","Wed May 13 11:09:47 UTC 2026","","API Tests","HabitsCommentAPITests","DeleteComment_Success"
"","20","VerifySearchEvents_WithUserRole_Returns403","","Wed May 13 11:09:47 UTC 2026","passed","Wed May 13 11:09:47 UTC 2026","Search Events API Tests","API Tests","SearchEventsAPITests","VerifySearchEvents_WithUserRole_Returns403"
"","405","VerifySuccessSignIn","","Wed May 13 11:09:46 UTC 2026","passed","Wed May 13 11:09:46 UTC 2026","Login API Tests","API Tests","LoginAPITests","VerifySuccessSignIn"
"Verify that the user can successfully edit their own comment","9306","VerifyThatUserCanEditTheirOwnComment","","Wed May 13 11:12:04 UTC 2026","passed","Wed May 13 11:12:13 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanEditTheirOwnComment"
"Title validation","22667","TC011_Step3_PublishButton_RemainsDisabled","","Wed May 13 11:12:17 UTC 2026","passed","Wed May 13 11:12:40 UTC 2026","","UI Tests","TC011_CreateEventTest","TC011_Step3_PublishButton_RemainsDisabled"
"TC-024: Successful login to the system with valid credentials","8466","VerifySuccessfulLoginWithValidCredentials","","Wed May 13 11:10:58 UTC 2026","passed","Wed May 13 11:11:06 UTC 2026","LoginPage","UI Tests","LoginTests","VerifySuccessfulLoginWithValidCredentials"
"Verify that the user can cancel joining an event","39227","VerifyCancelJoiningEvent","","Wed May 13 11:10:21 UTC 2026","passed","Wed May 13 11:11:01 UTC 2026","Format","UI Tests","EventDetailsPageTests","VerifyCancelJoiningEvent"
"Verify adding eco news to favorites being unauthorized","215","VerifyAddingEcoNewsToFavoritesNewsBeingUnauthorized","","Wed May 13 11:09:48 UTC 2026","passed","Wed May 13 11:09:48 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyAddingEcoNewsToFavoritesNewsBeingUnauthorized"
"Event category tag is valid","20488","TC037_Step3_CategoryTag_IsValidValue","","Wed May 13 11:12:41 UTC 2026","passed","Wed May 13 11:13:01 UTC 2026","","UI Tests","TC037_EventCardUITest","TC037_Step3_CategoryTag_IsValidValue"
"TC-009: Successful creation of a 1-day online event with all mandatory fields and a picture","37885","CreateOneDayOnlineEvent_WithMandatoryFieldsAndPicture_Successfully","","Wed May 13 11:09:47 UTC 2026","broken","Wed May 13 11:10:25 UTC 2026","","UI Tests","CreateEventsTests","CreateOneDayOnlineEvent_WithMandatoryFieldsAndPicture_Successfully"
"Comment field becomes active after click","56886","TC001_Step1_ClickCommentField_BecomesActive","","Wed May 13 11:11:49 UTC 2026","passed","Wed May 13 11:12:46 UTC 2026","","UI Tests","TC001_AddCommentTests","TC001_Step1_ClickCommentField_BecomesActive"
"Verify that searching for events using a keyword returns cards contain the searched keyword in their title","6163","SearchByKeywordReturnsMatchingEvents","","Wed May 13 11:10:47 UTC 2026","passed","Wed May 13 11:10:53 UTC 2026","","UI Tests","EventsSearchTests","SearchByKeywordReturnsMatchingEvents"
"Verify deleting eco news by id successfully","870","VerifyDeletingNewsByIdSuccessfully","","Wed May 13 11:09:44 UTC 2026","passed","Wed May 13 11:09:44 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyDeletingNewsByIdSuccessfully"
"Verify editing eco news by id successfully","1656","VerifyEditingEcoNewsByIdSuccessfully","","Wed May 13 11:09:44 UTC 2026","passed","Wed May 13 11:09:46 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyEditingEcoNewsByIdSuccessfully"
"Verify creating eco news with an invalid data in the description field","101","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField","","Wed May 13 11:09:46 UTC 2026","passed","Wed May 13 11:09:46 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField"
"Comment visible after refresh","19646","TC001_Step4_AfterPageRefresh_CommentRemainsVisible","","Wed May 13 11:13:57 UTC 2026","broken","Wed May 13 11:14:17 UTC 2026","","UI Tests","TC001_AddCommentTests","TC001_Step4_AfterPageRefresh_CommentRemainsVisible"
"Get favorites habits list test","201","GetFavoritesHabitsTest","","Wed May 13 11:09:44 UTC 2026","passed","Wed May 13 11:09:44 UTC 2026","Habits","API Tests","HabitApiTests","GetFavoritesHabitsTest"
"TC-027: Successful logout from the site (Sign Out)","19595","Logout_AfterSuccessfulLogin_ShouldEndUserSession","","Wed May 13 11:14:17 UTC 2026","broken","Wed May 13 11:14:36 UTC 2026","","UI Tests","LogoutTests","Logout_AfterSuccessfulLogin_ShouldEndUserSession"
"Verify publication date is displayed in Ukrainian format","6691","VerifyPublicationDateIsDisplayedInUkrainianFormat","","Wed May 13 11:11:44 UTC 2026","passed","Wed May 13 11:11:51 UTC 2026","Format","GreenCity","NewsDetailsPageTests","VerifyPublicationDateIsDisplayedInUkrainianFormat"
"Verify creating eco news with an invalid data in the description field","54","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField","","Wed May 13 11:09:46 UTC 2026","passed","Wed May 13 11:09:46 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField"
"Verify that the comments are displayed down the news page section","10359","VerifyCommentsCount","","Wed May 13 11:10:59 UTC 2026","passed","Wed May 13 11:11:09 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyCommentsCount"
"Verify creating eco news with an invalid data in the description field","35","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField","","Wed May 13 11:09:47 UTC 2026","passed","Wed May 13 11:09:47 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField"
"Entered valid text is displayed","51510","TC001_Step2_EnterValidText_IsDisplayedInInput","","Wed May 13 11:12:46 UTC 2026","passed","Wed May 13 11:13:38 UTC 2026","","UI Tests","TC001_AddCommentTests","TC001_Step2_EnterValidText_IsDisplayedInInput"
"","28838","VerifyUserCanCreateNewEvent","","Wed May 13 11:10:25 UTC 2026","passed","Wed May 13 11:10:53 UTC 2026","","UI Tests","CreateEventsTests","VerifyUserCanCreateNewEvent"
"TC-025: Attempt to login with invalid password","22468","AttemptToLoginWithInvalidPassword","","Wed May 13 11:11:06 UTC 2026","passed","Wed May 13 11:11:28 UTC 2026","LoginPage","UI Tests","LoginTests","AttemptToLoginWithInvalidPassword"
"Filter and Search Functionality","21851","SearchTypeAndDateRange","","Wed May 13 11:11:28 UTC 2026","failed","Wed May 13 11:11:49 UTC 2026","","UI Tests","SearchTypeAndDateRangeTest","SearchTypeAndDateRange"
"Validate image upload format (only PNG/JPG allowed)","55056","VerifyImageUploadFormatValidation","","Wed May 13 11:09:47 UTC 2026","passed","Wed May 13 11:10:42 UTC 2026","News","GreenCity","CreateNewsImageUploadTests","VerifyImageUploadFormatValidation"
"Event status is open or closed","20362","TC037_Step5_EventStatus_IsOpenOrClosed","","Wed May 13 11:13:21 UTC 2026","passed","Wed May 13 11:13:42 UTC 2026","","UI Tests","TC037_EventCardUITest","TC037_Step5_EventStatus_IsOpenOrClosed"
"","41","VerifySearchPlaces_Unauthorized_Returns401","","Wed May 13 11:09:47 UTC 2026","passed","Wed May 13 11:09:47 UTC 2026","","API Tests","SearchPlacesAPITests","VerifySearchPlaces_Unauthorized_Returns401"
"Verify that filter results are displayed correctly when selecting 'Events' and 'Ads'","26870","FilterByEventsAndAds_DisplaysCorrectResults","","Wed May 13 11:11:01 UTC 2026","failed","Wed May 13 11:11:27 UTC 2026","NewsPage","UI Tests","NewsPageTests","FilterByEventsAndAds_DisplaysCorrectResults"
"Verify that the user can reply to another user's comment","23130","VerifyThatUserCanReplyToAnotherUserComment","","Wed May 13 11:12:13 UTC 2026","broken","Wed May 13 11:12:36 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanReplyToAnotherUserComment"
"Verify that user can add a comment to a habit","785","AddComment_Success","","Wed May 13 11:09:46 UTC 2026","passed","Wed May 13 11:09:46 UTC 2026","","API Tests","HabitsCommentAPITests","AddComment_Success"
"Verify creating eco news with an invalid data in the description field","106","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField","","Wed May 13 11:09:46 UTC 2026","passed","Wed May 13 11:09:47 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField"
