"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Valid title is accepted","19465","TC010_Step1_EnterValidTitle_TitleIsAccepted","","Fri May 08 09:16:12 UTC 2026","broken","Fri May 08 09:16:31 UTC 2026","","GreenCity","TC010_PublishButton_RemainsDisabled","TC010_Step1_EnterValidTitle_TitleIsAccepted"
"Verify that the comments are displayed down the news page section","22444","VerifyCommentsCount","","Fri May 08 09:12:29 UTC 2026","broken","Fri May 08 09:12:52 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyCommentsCount"
"Verify that searching for events using a keyword returns cards contain the searched keyword in their title","7263","SearchByKeywordReturnsMatchingEvents","green_city_sh.Tests","Fri May 08 09:12:18 UTC 2026","passed","Fri May 08 09:12:25 UTC 2026","EventsSearchTests","green_city_sh.Tests.Tests.WEB","EventsSearchTests","SearchByKeywordReturnsMatchingEvents"
"Comment field becomes active after click","39495","TC001_Step1_ClickCommentField_BecomesActive","","Fri May 08 09:13:21 UTC 2026","broken","Fri May 08 09:14:01 UTC 2026","","GreenCity","TC001_AddCommentTests","TC001_Step1_ClickCommentField_BecomesActive"
"Verify that the user can reply to another user's comment","22544","VerifyThatUserCanReplyToAnotherUserComment","","Fri May 08 09:14:50 UTC 2026","broken","Fri May 08 09:15:13 UTC 2026","Comment","GreenCity","NewsDetailsPageTests","VerifyThatUserCanReplyToAnotherUserComment"
"","9491","Register_WithInvalidEmail_ShouldShowValidationError","green_city_sh.Tests","Fri May 08 09:12:57 UTC 2026","passed","Fri May 08 09:13:06 UTC 2026","RegistrationTests","green_city_sh.Tests.Tests.WEB","RegistrationTests","Register_WithInvalidEmail_ShouldShowValidationError"
"Entered valid text is displayed","21251","TC001_Step2_EnterValidText_IsDisplayedInInput","","Fri May 08 09:14:01 UTC 2026","broken","Fri May 08 09:14:22 UTC 2026","","GreenCity","TC001_AddCommentTests","TC001_Step2_EnterValidText_IsDisplayedInInput"
"Title validation","20192","TC011_Step3_PublishButton_RemainsDisabled","","Fri May 08 09:13:48 UTC 2026","broken","Fri May 08 09:14:08 UTC 2026","","GreenCity","TC011_CreateEventTest","TC011_Step3_PublishButton_RemainsDisabled"
"Action button is enabled","19946","TC037_Step6_ActionButtons_ArePresentAndEnabled","","Fri May 08 09:15:33 UTC 2026","broken","Fri May 08 09:15:52 UTC 2026","","GreenCity","TC037_EventCardUITest","TC037_Step6_ActionButtons_ArePresentAndEnabled"
"Search news by keyword - verify that only news containing the keyword are displayed and the counter updates","22966","SearchNewsByKeyword_ShowsOnlyNewsWithKeyword","","Fri May 08 09:13:21 UTC 2026","broken","Fri May 08 09:13:44 UTC 2026","NewsPage","","NewsPageTests","SearchNewsByKeyword_ShowsOnlyNewsWithKeyword"
