"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Event card is visible","22161","TC037_Step1_FirstEventCard_IsVisible","","Wed May 20 07:53:03 UTC 2026","broken","Wed May 20 07:53:25 UTC 2026","Events","UI Tests","TC037_EventCardUITest","TC037_Step1_FirstEventCard_IsVisible"
"Verify that ""Create event"" button redirects to the event creation","20516","CreateEventTest","","Wed May 20 07:49:34 UTC 2026","passed","Wed May 20 07:49:55 UTC 2026","","UI Tests","CreateEventButtonTest","CreateEventTest"
"Verify that searching for events using a keyword returns cards contain the searched keyword in their title","11424","SearchByKeywordReturnsMatchingEvents","","Wed May 20 07:50:36 UTC 2026","passed","Wed May 20 07:50:48 UTC 2026","","UI Tests","EventsSearchTests","SearchByKeywordReturnsMatchingEvents"
"TC-027: Successful logout from the site (Sign Out)","24070","Logout_AfterSuccessfulLogin_ShouldEndUserSession","","Wed May 20 07:50:51 UTC 2026","broken","Wed May 20 07:51:15 UTC 2026","","UI Tests","LogoutTests","Logout_AfterSuccessfulLogin_ShouldEndUserSession"
"Verify guest restrictions on Event page","6353","VerifyGuestRestrictionsOnEventPage","","Wed May 20 07:50:30 UTC 2026","passed","Wed May 20 07:50:36 UTC 2026","Format","UI Tests","EventPageTests","VerifyGuestRestrictionsOnEventPage"
"Submitted comment increases counter","22423","TC001_Step3_SubmitsComment_CountIncreasedByOne","","Wed May 20 07:52:54 UTC 2026","broken","Wed May 20 07:53:16 UTC 2026","Comments","UI Tests","TC001_AddCommentTests","TC001_Step3_SubmitsComment_CountIncreasedByOne"
"Verify adding eco news comment successfully","1675","VerifyAddingEcoNewsCommentSuccessfully","","Wed May 20 07:49:23 UTC 2026","passed","Wed May 20 07:49:25 UTC 2026","Eco-news-comment-controller","API Tests","EcoNewsCommentApiTests","VerifyAddingEcoNewsCommentSuccessfully"
"Title validation","22260","TC011_Step3_PublishButton_RemainsDisabled","","Wed May 20 07:52:41 UTC 2026","broken","Wed May 20 07:53:03 UTC 2026","Create event","UI Tests","TC011_CreateEventTest","TC011_Step3_PublishButton_RemainsDisabled"
"Verify creating eco news successfully","1414","VerifyCreatingEcoNewsSuccessfully","","Wed May 20 07:49:24 UTC 2026","passed","Wed May 20 07:49:25 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyCreatingEcoNewsSuccessfully"
"Verify that activities are ordered by date","702","VerifyGetUserActivities_AreOrderedByDate","","Wed May 20 07:49:30 UTC 2026","passed","Wed May 20 07:49:31 UTC 2026","HabitAssign Activity API Tests","API Tests","HabitAssignActivityAPITests","VerifyGetUserActivities_AreOrderedByDate"
"Verify user can successfully sign up","343","VerifyUserRegistration_Returns201","","Wed May 20 07:49:34 UTC 2026","passed","Wed May 20 07:49:35 UTC 2026","User-Lifecycle-Controller","API Tests","UserLifecycleApiTests","VerifyUserRegistration_Returns201"
"Verify adding eco news to favorites being unauthorized","186","VerifyAddingEcoNewsToFavoritesNewsBeingUnauthorized","","Wed May 20 07:49:32 UTC 2026","passed","Wed May 20 07:49:33 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyAddingEcoNewsToFavoritesNewsBeingUnauthorized"
"Verify deleting a user without authorization fails with 401","159","VerifyDeleteUserUnauthorizedReturns401","","Wed May 20 07:49:35 UTC 2026","passed","Wed May 20 07:49:35 UTC 2026","User-controller","API Tests","UserApiTests","VerifyDeleteUserUnauthorizedReturns401"
"Validate Title field (required, max length 170, validation behavior)","56209","VerifyTitleFieldValidationAndCreation","","Wed May 20 07:49:55 UTC 2026","broken","Wed May 20 07:50:51 UTC 2026","News","UI Tests","CreateNewsTitleValidationTests","VerifyTitleFieldValidationAndCreation"
"Verify that authenticated user can successfully get assigned habits with status code 200","736","VerifyGetAllAssignedHabits_ReturnsSuccessStatusCode","","Wed May 20 07:49:32 UTC 2026","passed","Wed May 20 07:49:33 UTC 2026","HabitAssign API Tests","API Tests","HabitAssignAPITests","VerifyGetAllAssignedHabits_ReturnsSuccessStatusCode"
