"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify creating eco news with an invalid data in the description field","46","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField","","Wed May 13 12:47:13 UTC 2026","passed","Wed May 13 12:47:13 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField"
"Verify that user cannot add already existing friend","74","VerifyCannotAddAlreadyExistingFriend","","Wed May 13 12:47:09 UTC 2026","passed","Wed May 13 12:47:09 UTC 2026","Friend API Tests","API Tests","FriendTests","VerifyCannotAddAlreadyExistingFriend"
"Verify creating eco news with an invalid data in the description field","58","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField","","Wed May 13 12:47:13 UTC 2026","passed","Wed May 13 12:47:13 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField"
"Verify publication date is displayed in American format","21039","VerifyPublicationDateIsDisplayedInAmericanFormat","","Wed May 13 12:49:32 UTC 2026","broken","Wed May 13 12:49:53 UTC 2026","Format","UI Tests","NewsDetailsPageTests","VerifyPublicationDateIsDisplayedInAmericanFormat"
"Verify that filter results are displayed correctly when selecting 'Events' and 'Ads'","23168","FilterByEventsAndAds_DisplaysCorrectResults","","Wed May 13 12:48:46 UTC 2026","broken","Wed May 13 12:49:10 UTC 2026","NewsPage","UI Tests","NewsPageTests","FilterByEventsAndAds_DisplaysCorrectResults"
"Verify creating eco news with an invalid data in the description field","65","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField","","Wed May 13 12:47:13 UTC 2026","passed","Wed May 13 12:47:13 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyCreatingEcoNewsWithInvalidDescriptionInfoField"
"Update event status - toggle between open and close","1743","UpdateEventStatus_Success","","Wed May 13 12:47:10 UTC 2026","passed","Wed May 13 12:47:12 UTC 2026","","API Tests","EventsAPITests","UpdateEventStatus_Success"
"Verify that the user can successfully edit their own comment","22357","VerifyThatUserCanEditTheirOwnComment","","Wed May 13 12:50:12 UTC 2026","broken","Wed May 13 12:50:35 UTC 2026","Comment","UI Tests","NewsDetailsPageTests","VerifyThatUserCanEditTheirOwnComment"
"Verify editing eco news with an invalid data in the title field","763","VerifyUpdatingEcoNewsWithInvalidTitleField","","Wed May 13 12:47:14 UTC 2026","passed","Wed May 13 12:47:14 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyUpdatingEcoNewsWithInvalidTitleField"
"Valid title is accepted","19617","TC010_Step1_EnterValidTitle_TitleIsAccepted","","Wed May 13 12:49:38 UTC 2026","broken","Wed May 13 12:49:58 UTC 2026","Create event","UI Tests","TC010_PublishButton_RemainsDisabled","TC010_Step1_EnterValidTitle_TitleIsAccepted"
"TC-034: Editing user profile","22786","EditProfile_ShouldSaveAndRevertChanges","","Wed May 13 12:48:51 UTC 2026","broken","Wed May 13 12:49:13 UTC 2026","","UI Tests","ProfileTests","EditProfile_ShouldSaveAndRevertChanges"
"Verify editing eco news with an invalid data in the title field","640","VerifyUpdatingEcoNewsWithInvalidTitleField","","Wed May 13 12:47:14 UTC 2026","passed","Wed May 13 12:47:15 UTC 2026","Eco-news-controller","API Tests","EcoNewsApiTests","VerifyUpdatingEcoNewsWithInvalidTitleField"
"Publish button remains disabled for invalid description","19952","TC010_Step3_PublishButton_RemainsDisabled","","Wed May 13 12:50:18 UTC 2026","broken","Wed May 13 12:50:38 UTC 2026","Create event","UI Tests","TC010_PublishButton_RemainsDisabled","TC010_Step3_PublishButton_RemainsDisabled"
"Verify that getting event with non-existent ID returns 404","17","VerifyGetNonExistentEvent_ReturnsNotFound","","Wed May 13 12:47:09 UTC 2026","passed","Wed May 13 12:47:09 UTC 2026","","API Tests","EventsAPITests","VerifyGetNonExistentEvent_ReturnsNotFound"
"Add habit to favorites test","903","AddHabitToFavoritesTest","","Wed May 13 12:47:10 UTC 2026","passed","Wed May 13 12:47:11 UTC 2026","Habits","API Tests","HabitApiTests","AddHabitToFavoritesTest"
